num_vars,num_consts,runtime,work,simplex_iteration,node_count,open_node_count,bar_iter_count,status,cut_size
729,325,0.05661797523498535,0.024573585014259092,356.0,1.0,0.0,0,2,4
729,326,0.022395849227905273,0.021064235992004247,104.0,1.0,0.0,0,2,4
729,327,0.023092031478881836,0.023455031546031558,0.0,1.0,0.0,0,2,4
729,328,0.02062201499938965,0.019461566049098752,0.0,1.0,0.0,0,2,4
729,329,0.02121901512145996,0.019869317101636575,0.0,1.0,0.0,0,2,4
729,330,0.022153854370117188,0.02013874954074612,0.0,1.0,0.0,0,2,4
729,331,0.0232541561126709,0.019603484106681383,140.0,1.0,0.0,0,2,4
729,332,0.02092885971069336,0.018575323903574817,0.0,0.0,0.0,0,2,4
729,333,0.017901182174682617,0.01599238004294152,0.0,0.0,0.0,0,2,4
729,334,0.01767897605895996,0.015735827117767328,0.0,0.0,0.0,0,2,4
729,335,0.017839908599853516,0.015801158727168953,0.0,0.0,0.0,0,2,4
729,336,0.017535924911499023,0.015444153681624604,0.0,1.0,0.0,0,2,4
729,337,0.017015933990478516,0.01505809785607915,0.0,1.0,0.0,0,2,4
729,338,0.01591205596923828,0.01435669377821554,0.0,0.0,0.0,0,2,4
729,339,0.014854907989501953,0.013686289213134568,0.0,0.0,0.0,0,2,4
729,340,0.014796972274780273,0.013565429258606836,0.0,0.0,0.0,0,3,4
729,340,7.1376049518585205,0.8908167640057312,20906.0,93.0,0.0,0,3,5
729,340,0.010627985000610352,0.009416638915791762,0.0,1.0,0.0,0,2,6
729,341,0.16207098960876465,0.05740796995913659,1366.0,1.0,0.0,0,2,6
729,342,0.40726208686828613,0.14305245392955038,3262.0,1.0,0.0,0,2,6
729,343,0.0005550384521484375,0.000367597,0.0,0.0,0.0,0,2,6
729,344,0.009658098220825195,0.009324021923168316,0.0,1.0,0.0,0,2,6
729,345,0.00968480110168457,0.008845033922531265,0.0,1.0,0.0,0,2,6
729,346,0.9013538360595703,0.2368703182537754,2916.0,1.0,0.0,0,2,6
729,347,0.06023812294006348,0.037152174925628965,987.0,1.0,0.0,0,2,6
729,348,0.2590150833129883,0.08408139197465622,2086.0,1.0,0.0,0,2,6
729,349,0.49071407318115234,0.12422790523545715,2564.0,1.0,0.0,0,2,6
729,350,0.2323451042175293,0.07973546088600283,1692.0,1.0,0.0,0,2,6
729,351,0.16668701171875,0.04304531279504622,1007.0,1.0,0.0,0,2,6
729,352,7.247551918029785,0.7844168364770359,23409.0,107.0,0.0,0,3,6
729,352,7.567605018615723,0.813819108444061,26730.0,156.0,0.0,0,3,7
729,352,0.5233800411224365,0.1629455192684792,2810.0,1.0,0.0,0,2,8
729,353,0.6734330654144287,0.1881006967095547,4839.0,1.0,0.0,0,2,8
729,354,0.5746400356292725,0.15603245874859076,3236.0,1.0,0.0,0,2,8
729,355,0.011445045471191406,0.009687635979113887,0.0,1.0,0.0,0,2,8
729,356,0.4259769916534424,0.12857757624659616,2433.0,1.0,0.0,0,2,8
729,357,0.4343581199645996,0.13285110303673928,2569.0,1.0,0.0,0,2,8
729,358,0.4040079116821289,0.10792114256094171,1805.0,1.0,0.0,0,2,8
729,359,0.6373598575592041,0.16463038927256265,3362.0,1.0,0.0,0,2,8
729,360,0.4967010021209717,0.12618729176208165,2402.0,1.0,0.0,0,2,8
729,361,0.7858130931854248,0.2133669085020484,2639.0,1.0,0.0,0,2,8
729,362,2.5821781158447266,0.405178846513323,9642.0,27.0,0.0,0,2,8
729,363,0.28911399841308594,0.07213116349886899,1019.0,1.0,0.0,0,2,8
729,364,0.6261940002441406,0.1638433051746347,2629.0,1.0,0.0,0,2,8
729,365,0.21221399307250977,0.05670436592188607,870.0,1.0,0.0,0,2,8
729,366,4.864701986312866,0.5515554760346256,29008.0,115.0,0.0,0,2,8
729,367,6.849800109863281,0.8272936653972295,42893.0,231.0,0.0,0,3,8
729,367,0.9127299785614014,0.253912169763568,4213.0,1.0,0.0,0,2,9
729,368,0.3841419219970703,0.10955285636320702,1812.0,1.0,0.0,0,2,9
729,369,0.13630223274230957,0.06255371214569456,1675.0,1.0,0.0,0,2,9
729,370,0.5727789402008057,0.18097386051974862,3155.0,1.0,0.0,0,2,9
729,371,0.6713681221008301,0.18459217593737012,4346.0,1.0,0.0,0,2,9
729,372,3.3461949825286865,0.4618571431402459,22299.0,107.0,0.0,0,2,9
729,373,4.05423903465271,0.6100878755627676,17973.0,59.0,0.0,0,2,9
729,374,4.628854990005493,0.4866122624611422,37348.0,172.0,0.0,0,2,9
729,375,7.551259994506836,0.8103200063667894,64146.0,351.0,0.0,0,2,9
729,376,8.003647804260254,0.8175320061876745,65344.0,373.0,0.0,0,3,9
729,376,0.009187936782836914,0.008812801819926674,0.0,1.0,0.0,0,2,10
729,377,0.44513607025146484,0.13616921706470872,3138.0,1.0,0.0,0,2,10
729,378,0.6048688888549805,0.19033872188472212,4433.0,1.0,0.0,0,2,10
729,379,0.4085538387298584,0.11674244339479489,2608.0,1.0,0.0,0,2,10
729,380,0.3654179573059082,0.13762147854263104,2986.0,1.0,0.0,0,2,10
729,381,0.19901299476623535,0.06635929989917973,1786.0,1.0,0.0,0,2,10
729,382,0.3141140937805176,0.1068770620898432,2301.0,1.0,0.0,0,2,10
729,383,0.2213749885559082,0.045905333708096206,847.0,1.0,0.0,0,2,10
729,384,0.5118730068206787,0.12868883522872412,1801.0,1.0,0.0,0,2,10
729,385,0.5856649875640869,0.15209140210299726,2697.0,1.0,0.0,0,2,10
729,386,0.7072930335998535,0.19346235474537618,3823.0,1.0,0.0,0,2,10
729,387,0.2385568618774414,0.07541881417365905,1580.0,1.0,0.0,0,2,10
729,388,0.6061608791351318,0.1689385232155909,3459.0,1.0,0.0,0,2,10
729,389,0.8426799774169922,0.23307581952241663,4482.0,1.0,0.0,0,2,10
729,390,0.7905681133270264,0.21611440915097252,4737.0,1.0,0.0,0,2,10
729,391,0.9059867858886719,0.2678510712406474,5621.0,1.0,0.0,0,2,10
729,392,0.2658090591430664,0.08580804269324434,1890.0,1.0,0.0,0,2,10
729,393,0.2278270721435547,0.09505037573295484,2285.0,1.0,0.0,0,2,10
729,394,0.9264540672302246,0.25288381603923227,5209.0,1.0,0.0,0,2,10
729,395,0.27295517921447754,0.07946016988026289,1532.0,1.0,0.0,0,2,10
729,396,0.7290539741516113,0.19567447619297437,3595.0,1.0,0.0,0,2,10
729,397,0.4278709888458252,0.12205767323180665,2201.0,1.0,0.0,0,2,10
729,398,0.3899269104003906,0.12245846398309723,2430.0,1.0,0.0,0,2,10
729,399,0.2467489242553711,0.06633500143523494,1373.0,1.0,0.0,0,2,10
729,400,0.4989140033721924,0.16149439468983667,3175.0,1.0,0.0,0,2,10
729,401,0.572944164276123,0.15391947947163273,2848.0,1.0,0.0,0,2,10
729,402,0.573415994644165,0.18058640118714345,3337.0,1.0,0.0,0,2,10
729,403,0.7034220695495605,0.21833608951533473,4556.0,1.0,0.0,0,2,10
729,404,0.6897139549255371,0.19628194222162781,3362.0,1.0,0.0,0,2,10
729,405,0.13031721115112305,0.0702629245394662,1578.0,1.0,0.0,0,2,10
729,406,0.6878349781036377,0.19437019015645718,3968.0,1.0,0.0,0,2,10
729,407,0.5103509426116943,0.15858139574802982,3018.0,1.0,0.0,0,2,10
729,408,0.387645959854126,0.10423808188277144,1770.0,1.0,0.0,0,2,10
729,409,0.31452417373657227,0.10334458168289055,1897.0,1.0,0.0,0,2,10
729,410,3.887861967086792,0.4863350027130487,27881.0,149.0,0.0,0,2,10
729,411,0.6361250877380371,0.1897529468091017,3717.0,1.0,0.0,0,2,10
729,412,5.9331910610198975,0.8378661692101772,43315.0,183.0,0.0,0,2,10
729,413,0.33875012397766113,0.10798677330143645,2234.0,1.0,0.0,0,2,10
729,414,0.20141196250915527,0.060344837344774895,1257.0,1.0,0.0,0,2,10
729,415,3.5325491428375244,0.5139324993321976,13654.0,49.0,0.0,0,2,10
729,416,1.2665228843688965,0.3411617533927523,6840.0,1.0,0.0,0,2,10
729,417,0.26949191093444824,0.10156071168731569,2141.0,1.0,0.0,0,2,10
729,418,0.7430419921875,0.22040581236082155,4249.0,1.0,0.0,0,2,10
729,419,0.4940299987792969,0.17039449766766807,3226.0,1.0,0.0,0,2,10
729,420,1.2596299648284912,0.359211044688149,7032.0,1.0,0.0,0,2,10
729,421,4.251101016998291,0.47123233458335173,29646.0,149.0,0.0,0,2,10
729,422,2.69901704788208,0.5450870928726661,11199.0,29.0,0.0,0,2,10
729,423,7.392554998397827,0.8723549167107221,65938.0,321.0,0.0,0,2,10
