,num_vars,num_consts,runtime,work,simplex_iteration,node_count,open_node_count,bar_iter_count,status,cut_size
0,729.0,325.0,0.0192110538482666,0.01655170181788386,0.0,0.0,0.0,0.0,2.0,4.0
1,729.0,326.0,0.020066022872924805,0.017239745036739137,0.0,0.0,0.0,0.0,2.0,4.0
2,729.0,327.0,0.06878018379211426,0.032231318590793624,530.0,1.0,0.0,0.0,2.0,4.0
3,729.0,328.0,0.02273702621459961,0.020259118385918082,0.0,1.0,0.0,0.0,2.0,4.0
4,729.0,329.0,0.0004229545593261719,0.000244626,0.0,0.0,0.0,0.0,2.0,4.0
5,729.0,330.0,0.019702911376953125,0.017049759505959525,0.0,0.0,0.0,0.0,2.0,4.0
6,729.0,331.0,0.11347389221191406,0.03520845072718982,719.0,1.0,0.0,0.0,2.0,4.0
7,729.0,332.0,0.2454380989074707,0.06085086482451938,1363.0,1.0,1.0,0.0,3.0,4.0
8,729.0,332.0,1.4564809799194336,0.37192427320620225,7341.0,1.0,1.0,0.0,3.0,5.0
9,729.0,332.0,0.11733102798461914,0.05451867577926317,1479.0,1.0,0.0,0.0,2.0,6.0
10,729.0,333.0,0.011618852615356445,0.009675320602198712,0.0,1.0,0.0,0.0,2.0,6.0
11,729.0,334.0,0.009994029998779297,0.009287015132447275,0.0,1.0,0.0,0.0,2.0,6.0
12,729.0,335.0,0.009137868881225586,0.008849466144891465,0.0,1.0,0.0,0.0,2.0,6.0
13,729.0,336.0,0.3733658790588379,0.12009700152640089,2584.0,1.0,0.0,0.0,2.0,6.0
14,729.0,337.0,0.3267700672149658,0.10731625709826319,2502.0,1.0,0.0,0.0,2.0,6.0
15,729.0,338.0,0.012764930725097656,0.00995517455268186,0.0,1.0,0.0,0.0,2.0,6.0
16,729.0,339.0,0.39385008811950684,0.0935844606564381,1566.0,1.0,0.0,0.0,2.0,6.0
17,729.0,340.0,0.4182729721069336,0.08741835391831716,1586.0,1.0,0.0,0.0,2.0,6.0
18,729.0,341.0,0.42666006088256836,0.12809440146906667,2524.0,1.0,0.0,0.0,2.0,6.0
19,729.0,342.0,0.5993669033050537,0.21990389207231123,4837.0,1.0,0.0,0.0,2.0,6.0
20,729.0,343.0,0.5309579372406006,0.22135023137731272,3343.0,1.0,0.0,0.0,2.0,6.0
21,729.0,344.0,0.054670095443725586,0.03542103607320055,894.0,1.0,0.0,0.0,2.0,6.0
22,729.0,345.0,0.09430384635925293,0.04912616114879198,1210.0,1.0,0.0,0.0,2.0,6.0
23,729.0,346.0,0.009182929992675781,0.008769097212427595,0.0,1.0,0.0,0.0,2.0,6.0
24,729.0,347.0,7.467376947402954,0.8426542466170847,18355.0,102.0,0.0,0.0,3.0,6.0
