,num_vars,num_consts,runtime,work,simplex_iteration,node_count,open_node_count,bar_iter_count,status,cut_size
0,729.0,325.0,0.0005919933319091797,0.000211162,0.0,0.0,0.0,0.0,2.0,4.0
1,729.0,326.0,0.025525808334350586,0.01734903005790292,0.0,1.0,0.0,0.0,2.0,4.0
2,729.0,327.0,0.029121875762939453,0.020593794268606164,0.0,1.0,0.0,0.0,2.0,4.0
3,729.0,328.0,0.030363082885742188,0.022273882198546865,0.0,0.0,0.0,0.0,2.0,4.0
4,729.0,329.0,0.02823805809020996,0.020235604250951555,0.0,1.0,0.0,0.0,2.0,4.0
5,729.0,330.0,0.026352882385253906,0.017946980646847178,133.0,1.0,0.0,0.0,2.0,4.0
6,729.0,331.0,0.09690999984741211,0.03294121851730095,714.0,1.0,0.0,0.0,2.0,4.0
7,729.0,332.0,0.05796194076538086,0.019829411751173833,252.0,1.0,1.0,0.0,3.0,4.0
8,729.0,332.0,1.527026891708374,0.3159816587356909,5285.0,1.0,1.0,0.0,3.0,5.0
9,729.0,332.0,0.011147022247314453,0.008550259104273976,0.0,1.0,0.0,0.0,2.0,6.0
10,729.0,333.0,0.13253402709960938,0.04088040981696737,1115.0,1.0,0.0,0.0,2.0,6.0
11,729.0,334.0,0.010272026062011719,0.008443679132447276,0.0,1.0,0.0,0.0,2.0,6.0
12,729.0,335.0,0.15964102745056152,0.0425796624695581,1265.0,1.0,0.0,0.0,2.0,6.0
13,729.0,336.0,0.17669987678527832,0.05262331419981532,1273.0,1.0,0.0,0.0,2.0,6.0
14,729.0,337.0,0.026443004608154297,0.017277390291364957,439.0,1.0,0.0,0.0,2.0,6.0
15,729.0,338.0,0.24405717849731445,0.07192870021398226,1748.0,1.0,0.0,0.0,2.0,6.0
16,729.0,339.0,0.031091928482055664,0.019537198433320344,485.0,1.0,0.0,0.0,2.0,6.0
17,729.0,340.0,0.02709507942199707,0.017598237010506147,445.0,1.0,0.0,0.0,2.0,6.0
18,729.0,341.0,0.30567193031311035,0.07590359183894137,1701.0,1.0,0.0,0.0,2.0,6.0
19,729.0,342.0,0.06762290000915527,0.03212723630712672,853.0,1.0,0.0,0.0,2.0,6.0
