num_vars,num_consts,runtime,work,simplex_iteration,node_count,open_node_count,bar_iter_count,status,cut_size
4096,1025,0.38315892219543457,0.23308111173205234,147.0,1.0,0.0,0,2,4
4096,1026,0.37099695205688477,0.23057328981512734,0.0,1.0,0.0,0,2,4
4096,1027,0.37499403953552246,0.2279475755884588,0.0,1.0,0.0,0,2,4
4096,1028,0.6947689056396484,0.38864164976342763,2050.0,1.0,0.0,0,2,4
4096,1029,1.1671419143676758,0.7532661766868493,5126.0,1.0,0.0,0,2,4
4096,1030,3.7155098915100098,2.1728258456316394,17505.0,1.0,0.0,0,2,4
4096,1031,1.3176729679107666,0.9094449127532532,6298.0,1.0,0.0,0,2,4
4096,1032,1.5653858184814453,0.9436106680082731,6798.0,1.0,0.0,0,2,4
4096,1033,5.885627031326294,2.801505686288773,16811.0,1.0,0.0,0,2,4
4096,1034,1.9703338146209717,1.495610039332994,10213.0,1.0,0.0,0,2,4
4096,1035,1.3132469654083252,0.9260039897878128,5970.0,1.0,0.0,0,2,4
4096,1036,0.9613840579986572,0.633129573947096,3617.0,1.0,0.0,0,2,4
4096,1037,0.36262989044189453,0.23019572431082316,0.0,1.0,0.0,0,2,4
4096,1038,2.6678988933563232,1.359515071326368,10571.0,1.0,0.0,0,2,4
4096,1039,3.6431071758270264,1.8774414059735416,13809.0,1.0,0.0,0,2,4
4096,1040,6.088434934616089,2.6134646103475485,19303.0,1.0,0.0,0,2,4
4096,1041,3.46915602684021,1.5381382841288453,10539.0,1.0,0.0,0,2,4
4096,1042,0.4220390319824219,0.2656537317005568,841.0,1.0,0.0,0,2,4
4096,1043,1.793445110321045,1.3318155757192753,9987.0,1.0,0.0,0,2,4
4096,1044,1.8968908786773682,1.2891620453504091,9136.0,1.0,0.0,0,2,4
4096,1045,0.5351591110229492,0.31918530467272516,1461.0,1.0,0.0,0,2,4
4096,1046,1.769299030303955,1.3239455427250277,9518.0,1.0,0.0,0,2,4
4096,1047,4.466581106185913,1.590099113334278,12009.0,1.0,0.0,0,2,4
4096,1048,28.17017102241516,9.967373113873997,64689.0,1.0,0.0,0,2,4
4096,1049,6.247277021408081,2.5302403664394086,19283.0,1.0,0.0,0,2,4
4096,1050,249.74030804634094,44.51369639035974,197184.0,175.0,0.0,0,3,4
4096,1050,423.879075050354,53.70385456016183,380540.0,267.0,0.0,0,3,5
4096,1050,0.05033111572265625,0.043286053496079946,0.0,1.0,0.0,0,2,6
4096,1051,0.06777191162109375,0.048425797368774226,0.0,1.0,0.0,0,2,6
4096,1052,0.07732319831848145,0.056384539062916905,0.0,1.0,0.0,0,2,6
4096,1053,3.06925106048584,2.082064522198551,15497.0,1.0,0.0,0,2,6
4096,1054,11.009171962738037,6.010613760154463,36957.0,1.0,0.0,0,2,6
4096,1055,2.901763916015625,1.966709182888491,14014.0,1.0,0.0,0,2,6
4096,1056,17.32200789451599,5.139315588670871,30658.0,1.0,0.0,0,2,6
4096,1057,23.868835926055908,7.321736522477821,47901.0,1.0,0.0,0,2,6
4096,1058,5.806396961212158,2.76618560356951,19420.0,1.0,0.0,0,2,6
4096,1059,0.2528238296508789,0.12257304193827274,1154.0,1.0,0.0,0,2,6
4096,1060,42.72667908668518,13.106115917213149,64680.0,7.0,0.0,0,2,6
