,num_vars,num_consts,runtime,work,simplex_iteration,node_count,open_node_count,bar_iter_count,status,cut_size
0,729.0,325.0,0.04651212692260742,0.01634862681788386,0.0,0.0,0.0,0.0,2.0,4.0
1,729.0,326.0,0.034600019454956055,0.01807523685369276,0.0,0.0,0.0,0.0,2.0,4.0
2,729.0,327.0,0.06763005256652832,0.02333827076623136,0.0,1.0,0.0,0.0,2.0,4.0
3,729.0,328.0,0.0591278076171875,0.02400010481818631,0.0,1.0,0.0,0.0,2.0,4.0
4,729.0,329.0,0.03531002998352051,0.017671586127023662,0.0,0.0,0.0,0.0,2.0,4.0
5,729.0,330.0,0.050601959228515625,0.019019087545234452,0.0,0.0,0.0,0.0,2.0,4.0
6,729.0,331.0,0.06784391403198242,0.017440406072347984,131.0,1.0,0.0,0.0,2.0,4.0
7,729.0,332.0,0.11998796463012695,0.020649721490918312,180.0,1.0,0.0,0.0,3.0,4.0
8,729.0,332.0,3.248678207397461,0.37178309975828866,7658.0,1.0,1.0,0.0,3.0,5.0
9,729.0,332.0,0.0005669593811035156,0.000310607,0.0,0.0,0.0,0.0,2.0,6.0
10,729.0,333.0,0.0006840229034423828,0.000420067,0.0,0.0,0.0,0.0,2.0,6.0
11,729.0,334.0,0.023127079010009766,0.008823186474238397,0.0,0.0,0.0,0.0,2.0,6.0
12,729.0,335.0,0.02973198890686035,0.008809265144891465,0.0,1.0,0.0,0.0,2.0,6.0
13,729.0,336.0,0.3347508907318115,0.05272028813583754,1416.0,1.0,0.0,0.0,2.0,6.0
14,729.0,337.0,0.028228044509887695,0.009979176582884658,0.0,1.0,0.0,0.0,2.0,6.0
15,729.0,338.0,0.25528407096862793,0.053716844463475064,1497.0,1.0,0.0,0.0,2.0,6.0
16,729.0,339.0,0.042111873626708984,0.01823055038051446,458.0,1.0,0.0,0.0,2.0,6.0
17,729.0,340.0,0.5849990844726562,0.07711636914167197,1786.0,1.0,0.0,0.0,2.0,6.0
18,729.0,341.0,0.8382630348205566,0.12196232270570863,2700.0,1.0,0.0,0.0,2.0,6.0
19,729.0,342.0,0.04581880569458008,0.020121252140853935,515.0,1.0,0.0,0.0,2.0,6.0
20,729.0,343.0,0.034262895584106445,0.017813300776309583,443.0,1.0,0.0,0.0,2.0,6.0
21,729.0,344.0,1.3929240703582764,0.16109147090522566,3355.0,1.0,0.0,0.0,2.0,6.0
