instance,parameter,cut_count,known_puzzle,best_solution,lower bound,gap,runtime,node_count,remaining_nodes,status,cpu_type,time_limit,ram
37,2,3000,25,19.0,17.0,10.526316,345600.037538,4309236,2006198,Time Limit,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
37,2,5000,25,19.0,16.770445,11.734501,345600.037113,2429058,1268306,Time Limit,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
38,2,500,24,19.0,19.0,0.0,183756.109482,6281869,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
38,2,1000,24,19.0,19.0,0.0,85573.81131,3128763,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
38,2,3000,24,19.0,19.0,0.0,170764.970173,2368403,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
38,2,5000,24,19.0,18.0,5.263158,345600.047631,2509330,14610,Time Limit,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
39,2,500,24,19.0,19.0,0.0,40586.594265,1585431,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
39,2,1000,24,19.0,19.0,0.0,31747.624531,1340511,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
39,2,3000,24,19.0,19.0,0.0,58685.753155,789387,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
39,2,5000,24,19.0,19.0,0.0,81599.891352,872284,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
40,2,500,23,19.0,19.0,0.0,117617.604798,4698340,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
40,2,1000,23,19.0,19.0,0.0,74161.36707,2776391,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
40,2,3000,23,19.0,19.0,0.0,168362.404346,2346899,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
40,2,5000,23,19.0,19.0,0.0,191302.883312,2154048,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
41,2,500,24,19.0,19.0,0.0,264465.081939,9446183,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
41,2,1000,24,19.0,19.0,0.0,141142.4933,5342018,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
41,2,3000,24,19.0,19.0,0.0,270025.937054,3885335,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
41,2,5000,24,19.0,17.481481,7.992203,345600.07803,2592125,579637,Time Limit,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
42,2,500,25,18.0,18.0,0.0,118303.986262,4174125,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
42,2,1000,25,18.0,18.0,0.0,303786.912706,11277448,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
42,2,3000,25,18.0,18.0,0.0,340189.148965,4313258,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
42,2,5000,25,18.0,18.0,0.0,159283.635397,1137743,0,Optimal,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
43,2,500,23,19.0,17.347826,8.695652,345600.08489,12570020,3213637,Time Limit,Intel(R) Xeon(R) CPU E5-2630 v4 @ 2.20GHz,345600,16000
